theta_z(twist)(deg), theta_y (lean FB)(deg), theta_x (lean LR)(deg)
-46.684771154749,0.0686692322716907,2.24583712575558
-49.1875682135925,0.0593135241938374,2.21437844741566
-51.4192226126169,0.0584912363401059,2.16087153144778
-53.5533368118967,0.0632970999155841,2.1530103957918
-55.6083645351326,0.0802454595439227,2.15555839849489
-57.7181737729724,0.116281626992235,2.199855380294
-59.7496816108821,0.186421683856228,2.25916931859021
-61.0137091573207,0.224504186234561,2.33772213577711
-61.5835417698414,0.256909447581776,2.40841918490426
-61.5178316615,0.278911508843298,2.49500394208955
-60.8426617840022,0.267736148293352,2.5504752403934
-59.4931400870893,0.237337057950611,2.5607275074368
-57.4030459446762,0.175018692943818,2.56209457482747
-54.6542851593818,0.15415181796394,2.51907441916211
-51.5702650370304,0.125193206431723,2.50626184839814
-47.9496440194281,0.0724023525480853,2.48100100825633
-44.1528753220361,0.00737804998819182,2.43873454203768
-40.4316833312093,-0.0261613711779597,2.43463194359579
-36.6919546379392,-0.0382775578424204,2.43744807378549
-33.144020541266,-0.0355260220152054,2.44098200723758
-29.4680935572867,0.0015731166410244,2.50457384097641
-25.5872088159441,0.0744610245615482,2.56346898740057
-21.698686534972,0.120366525876848,2.60804937172185
-17.7565062763825,0.151869903947336,2.64071099450773
-13.9439945639898,0.161810170589648,2.64251993692431
-10.2645276689631,0.150760168661844,2.64273615907335
-6.77671155465468,0.167439690397845,2.6522784264085
-3.85475269986436,0.186847370988875,2.67915553485114
-1.379735247628,0.209956454957167,2.72178517719083
0.881473034907311,0.224278932112526,2.75575065794409
3.2763180322021,0.213949218508111,2.79071002058289
5.39841463434772,0.209500244965398,2.81211448420509
7.55536009133364,0.217361667392964,2.83832320272393
9.48971793426669,0.241763992759075,2.86702578915021
11.432871458722,0.276687585128984,2.90755831125465
13.4784343586624,0.316871808104779,2.94770434766619
15.1206766468192,0.357304491599174,2.98108340397747
16.6809858603644,0.427682211111401,2.99825261124348
18.0730944229801,0.501010334909175,3.00872192110942
19.3960746469795,0.579712991637961,3.01322583012159
20.6381598696064,0.659056666484061,2.99679791089558
21.6998382237887,0.758804339150416,2.9696435819492
22.4578890254707,0.841695847467882,2.94318027150529
23.1374127125083,0.902171015317342,2.88943026923721
23.7004477946196,0.935642006989551,2.83472225365533
24.1062178406519,0.942032239304891,2.77821429304714
23.977281749803,0.916461077930321,2.75240583251515
22.9886320234355,0.894408377274242,2.7408652749792
21.312143122064,0.903781817981437,2.70727020482843
19.1132124186435,0.935112828690575,2.68121103029236
16.8411548474143,0.951567038880119,2.654963340544
13.930821957702,0.973935525627117,2.66372059834774
11.1288222014886,1.00866610340481,2.64587469958208
8.5544473581247,1.06417264937286,2.64377007296212
5.67360384152114,1.11502056873859,2.62994515736358
3.22480203014147,1.11677433060303,2.64133464358202
0.723172484413023,1.08943193287912,2.62261409025528
-1.83749803921691,1.04235702795699,2.62726259827139
-4.37587505058926,0.97553054525137,2.59954224084417
-7.00132452639869,0.90416754615003,2.58608011768286
-9.91557186118775,0.840390345042431,2.53870559308493
-13.046711264847,0.816076344489101,2.50305622519646
-16.5332910518943,0.828568775438804,2.51478980314064
-20.2598175004745,0.856335950951488,2.53430691753137
-23.9752215993464,0.88563115665743,2.56722335586396
-27.8080091894619,0.909490212320382,2.56336492869737
-31.5847183481026,0.925453888983024,2.57844613724655
-34.8012592099887,0.979832369414324,2.59216524893646
-37.9696028477799,1.0038947869952,2.61790649345127
-41.0098699329657,1.02462968725086,2.64951667511555
-44.0373587570221,1.0395113912514,2.69024674481719
-47.2773082759943,1.07396157395363,2.70134829058387
-50.6760835984111,1.09525596784494,2.76164181923315
-53.5021568473974,1.1284079370747,2.78471331830734
-55.8101988506482,1.17178174028134,2.8222318176829
-57.6765551029654,1.21420243607174,2.84324175026012
-59.3403655529088,1.26447618231391,2.88455662838668
-60.8315187158457,1.31332888232301,2.92812862394339
-62.2030865568521,1.34817789591469,2.96952854873508
-63.8363177523831,1.38081979186137,3.05400649379317
-65.0016535752084,1.37879465431496,3.10921367603929
-65.8390945190336,1.36222014530271,3.16403711546696
-65.949467458983,1.32829224005769,3.16867481132097
-65.3937944267881,1.28947960884415,3.17676423897434
-63.8689518050234,1.23894102481152,3.12579125021034
-61.7933410127142,1.23833051507733,3.05446318756006
-59.1202223779558,1.23969876400097,2.97858903726312
-55.9338521117556,1.27579666022969,2.91392364010041
-52.904027038284,1.39730089756459,2.88442933648739
-49.2993063628808,1.4815388586097,2.84169122085888
-45.3866763319677,1.5520402193939,2.8008349395679
-41.719476413636,1.6568221936075,2.77860910496749
-37.8864321518799,1.7600074482695,2.74260992371722
-33.9618424022958,1.82369292191816,2.68491900142673
-30.1300172472471,1.85865307108992,2.65068730329536
-26.1112667333911,1.92368253723808,2.62406177690242
-22.2019157155879,1.97983917516882,2.58527437909628
-18.3679942060549,2.05152701233001,2.55199516382735
-14.8641953910011,2.11548115278253,2.50999524529312
-11.3653929337631,2.19396422054577,2.47755895620956
-7.63249503073068,2.23240009301166,2.44460440750587
-4.00502819958455,2.22083328297845,2.46445373100641
-0.672677020391052,2.22032793624276,2.48182224965332
2.12779954176126,2.24160695064,2.52051905936316
4.53416344587681,2.30084331454285,2.57670627410386
7.16383144412495,2.31397461770458,2.63967985848344
10.2874546838,2.30874789031623,2.70844518681661
13.3179844118276,2.29796149562219,2.77575832695117
16.097415842275,2.2728654430287,2.81796200767783
18.5741865831728,2.25048983585874,2.84022794167788
20.4724424385843,2.20880708680488,2.84134485257037
22.0753271138497,2.15324831779308,2.82355864149158
23.218961772408,2.14323076868669,2.75956528823135
24.1557257415345,2.1072314274273,2.68761731030534
24.7962019850461,2.10578161852819,2.58050814789325
25.0386986425393,2.09400932636496,2.5145407778515
24.8923612068273,2.12220940359346,2.47130174326689
24.7292064039663,2.14530098668476,2.43236764705313
24.3548187092892,2.16585037711359,2.44262053621342
23.8526951485638,2.17740578488622,2.44582135629213
22.7074343481827,2.18544956624652,2.47968928291529
20.8835898311349,2.18200103805892,2.51797640732704
18.3703632837995,2.19495029531067,2.57692560119193
15.5256058659299,2.19260098687087,2.60606285050061
12.4122517666064,2.09669827147436,2.68500992372613
9.133127777826,1.99328363882609,2.7472235444418
5.78872286031692,1.89310204825103,2.80376181456404
2.24173786202594,1.81685452774476,2.81614455327226
-1.48154767983233,1.73596664463307,2.81295571929491
-5.21460260254778,1.62068783330461,2.75676825702517
-9.04572301484446,1.51578405195307,2.69248517278217
-12.6435520100806,1.42397890401553,2.61329922236196
-16.3852176593755,1.34244602962108,2.55750758074288
-20.0936794156994,1.25557300183045,2.47495348330152
-23.7181202157021,1.14195837009325,2.37186574951128
-27.2477323684782,1.05016160048375,2.29031142241404
-31.1705301788971,0.917334437076251,2.14733460446047
-34.8132228075029,0.874168603879222,2.05060479981451
-38.230226613353,0.869879217059134,1.96809185662008
-41.9169234929974,0.830786637224093,1.89595089924927
-45.2140037039362,0.817071857922984,1.84098629992147
-48.0245424911201,0.786111355241708,1.80103521532822
-50.5528354732265,0.761303881998909,1.77491903023546
-52.6141442814626,0.749617936798346,1.7600519715502
-54.5083478123381,0.756731038159007,1.74166682696209
-56.2406759106722,0.753884815200196,1.74401448460462
-57.5146859307356,0.763322689541818,1.76434820439987
-58.4074136590303,0.757643998043577,1.79899773815241
-59.096352796889,0.734374612774985,1.88279724061098
-59.2724522159778,0.687697117867988,1.96012575203183
-58.8914179244659,0.656232841599884,2.04088870708556
-57.6575085863429,0.628556879239361,2.0888461791388
-55.622841932511,0.582790375130384,2.08658668535454
-52.9336531722642,0.538294916837972,2.06297805055379
-49.2347031630459,0.426855689227964,1.99860085827879
-45.5546832648509,0.316769494012564,1.94084663313383
-41.9999234673712,0.242085893161729,1.91475525871598
-38.812254761897,0.164862824419524,1.92228115446977
-36.1305591807961,0.116892768889339,1.91485600985988
-33.6224177728433,0.0444160039284933,1.93451421535673
-31.1456574295808,-0.0519087071569238,1.95173349465082
-28.9370464246476,-0.0907603986883904,1.99563325619632
-26.8604745438636,-0.0873331902158632,2.03505130611976
-24.6899564875715,-0.0681829148631767,2.09382717876124
-22.754664260568,-0.0667079598260675,2.09816974058482
-20.9209007583954,-0.0809355825486111,2.10147315115462
-19.306504883659,-0.11889161731868,2.05949133030855
-17.8715300749911,-0.168086949631192,2.02967398280444
-16.5042969706943,-0.217923685191817,1.97593780382995
-15.2579551702704,-0.257726594092107,1.91739056653856
-14.1638168494253,-0.282939658305386,1.84947143866468
-13.2112048162657,-0.309335794096002,1.76486040788203
-12.3372438720641,-0.347369319462167,1.69717856423282
-11.7033423657774,-0.403012468862861,1.6516110701968
-11.3161497205806,-0.459313925535938,1.61179120956732
-11.0481894967041,-0.477856516325245,1.5552739744699
-10.9981806304987,-0.478948110139272,1.49806490929021
-11.0344552816256,-0.470617270605082,1.43143240469999
-11.1642392151604,-0.462789612062238,1.3730972913349
-11.3022372535945,-0.449012311331403,1.30230972825375
-11.4468135825041,-0.452930500390453,1.26202169938678
-11.448919831423,-0.428422078351333,1.18801372746218
-11.4460308866948,-0.429262502576508,1.14535719779482
-11.5444006510592,-0.423057987058272,1.10637777720699
-11.6076312959757,-0.422480096848416,1.08078056632933
-11.6749108111433,-0.426123453892463,1.06288334422925
-11.7292195198262,-0.429776843322577,1.04292175958393
-11.7790393941403,-0.443612509924233,1.03383650263461
-11.8339262131577,-0.460392951738472,1.01914268491572
-11.8950817202064,-0.474326840677867,1.01768127376954
-11.9368264466981,-0.4893011727729,1.02253008647914
-11.9942775800371,-0.498376504444892,1.02030519584261
-12.0415432536686,-0.503141156123299,1.01919898164243
-12.0786056983745,-0.502314857670192,1.02320904477922
-12.1046124453517,-0.504199597905488,1.03263477349564
-12.1284204078189,-0.503095836934714,1.03563212826325
-12.1888417092316,-0.489062604690489,1.03773051053138
-12.2603976015195,-0.48381066148111,1.04917817246411
-12.3694183957451,-0.456905225220894,1.05645121716832
-12.5403783686617,-0.440788649515927,1.06783977715203
-12.7029175842932,-0.41683014774031,1.0735241146669
-12.8329377602903,-0.397484597061957,1.07361893247048
-12.9508110318391,-0.376799933763727,1.07561657415838
-13.0315302012797,-0.360321627351247,1.07410645285064
-13.0758252894004,-0.3509119346221,1.07627792846987
-13.1109411964456,-0.343634085033525,1.07950448526604
-13.1547835721133,-0.338324745759352,1.09204723228214
-13.2031397146089,-0.333106914206268,1.09629597074711
-13.243402786542,-0.325867089536071,1.0987806258888
-13.288392965524,-0.315153870742114,1.10793983546127
-13.3218804657409,-0.303721228115743,1.12112830762086
-13.3329331168491,-0.29535915655539,1.13853773667973
-13.3654105870418,-0.287422260520612,1.14912929199011
-13.4223281103632,-0.285971821442286,1.16251661133337
-13.48703717503,-0.279555313738693,1.17483043633442
-13.5185674808462,-0.277991226354945,1.18626376199205
-13.5724025001178,-0.274848034016537,1.19463317832803
-13.6129529425906,-0.272723144109819,1.20757955516226
-13.648204716785,-0.258292425730762,1.21178630256433
-13.663736291965,-0.252761949784455,1.22243027670919
-13.6648092875579,-0.237614487810555,1.23215689102281
-13.6666675088847,-0.22387218763721,1.24346667349901
-13.692785710493,-0.212264139524118,1.24870687598207
-13.6990241756519,-0.199422796045222,1.25943705963475
-13.666962807441,-0.191957059131979,1.2637941557098
-13.6335302463038,-0.192646957636995,1.26455082958033
-13.6052605288066,-0.19705259129028,1.26836737249298
-13.6021283060998,-0.193568423049175,1.26682312993366
-13.5892698187076,-0.195045894129296,1.27183325204954
-13.5852532129945,-0.197281268946108,1.27266073483414
-13.5972749665351,-0.194698430724346,1.2740312220492
-13.6040561807143,-0.192305784057716,1.27616256835086
-13.6019575643256,-0.188398528686381,1.28134461507759
-13.5854626141955,-0.190271892832478,1.282882243073
-13.592044991603,-0.187942369666427,1.28419179299067
-13.5901902667338,-0.192241532208907,1.28790412293509
-13.6071613093333,-0.193628590116107,1.29271636611379
-13.6167916639311,-0.193649989207713,1.29820036279011
-13.6187125907849,-0.195933313355812,1.3044299487522
-13.6250367508828,-0.196781047747585,1.30870677534171
-13.6276644769881,-0.198971159863017,1.31419172852459
-13.6265550563653,-0.192953318206141,1.3229046138233
-13.6207735751464,-0.188133092474192,1.32581589449814
-13.6270298303065,-0.179916400360277,1.33661786425485
-13.6507459057705,-0.175184993715803,1.34554944025105
-13.6659439869228,-0.173804563269962,1.35514665385626
-13.6705956632941,-0.17206464880711,1.35362578090948
-13.6629561019163,-0.177286936562248,1.37044839849831
-13.6716901529011,-0.17085950262472,1.36017820699589
-13.678151966713,-0.166731624091532,1.37542602376526
-13.6922271459615,-0.156771049427829,1.3751219685866
-13.6808651583878,-0.147031150652897,1.38731757543753
-13.6727915443173,-0.132229593963827,1.38890663520188
-13.660991167826,-0.121876777571881,1.3992621731637
-13.6487107483144,-0.115966482937462,1.410595739193
-13.6423407668893,-0.110880811773644,1.42449540914419
-13.6491471587487,-0.11196971423796,1.43461813836632
-13.6547960590171,-0.107958676616335,1.44519103373309
-13.6615276948469,-0.104850167335502,1.45332303096204
-13.6642464979473,-0.101744827256227,1.46449234343605
-13.6716081080608,-0.0974027414367867,1.47405887863327
-13.67679380637,-0.0925183467711807,1.48092499183611
-13.6845073452358,-0.0865299464711682,1.49617944409612
-13.6892824946663,-0.0768705856913331,1.50320566891199
-13.6814598767053,-0.0632202792995,1.51748985034568
-13.6846446156538,-0.0561646188080662,1.5275895591879
-13.6993853143398,-0.0496544156746885,1.54792406991944
-13.7118074087153,-0.0319913174787007,1.55143187711523
-13.7080175422414,-0.0285909524781265,1.56440308362552
-13.7042328155241,-0.0191339681980136,1.57427922482954
-13.6835636171352,-0.0173705826724593,1.5878731880682
-13.6978886723258,-0.00467920899275457,1.59931627853484
-13.7231539650286,0.00180860521839649,1.61447373248395
-13.7426004252937,0.0125149715296159,1.62836721497434
-13.7459965322737,0.0174366743748801,1.64293576437783
-13.7429584658737,0.0238266473528869,1.65961160152526
-13.74634128744,0.0259339333905933,1.6765494333939
-13.7176708727171,0.024427122058797,1.69705145500323
-13.7033137603639,0.0236700149321179,1.70848140215197
-13.6700676261261,0.0224468161450631,1.72718257320533
-13.678424319545,0.0293071109586969,1.73719299010889
-13.6713427097817,0.0292037116732882,1.75326764061333
-13.6753202503594,0.0420542169909053,1.76525150766371
-13.6792179478156,0.0537279138978358,1.7792346603211
-13.6652115199332,0.0783797961701087,1.78575341295596
-13.6619819176727,0.126038271065381,1.7905323184447
-13.5928113495802,0.206074178321254,1.80245569715126
-13.6815969860803,0.372430813054425,1.80574766490525
-13.9529514546718,0.60671764880513,1.85111255411373
-14.1382381629313,0.980445406129209,1.86300260556812
-14.3159020571694,1.45193838654631,1.90406519918489
-14.4398667496365,2.0297318218833,1.94190876908192
-14.5241541779556,2.7229789050465,1.9953300986117
-14.5625799600079,3.51343146421693,2.05413219054652
-14.6160354769647,4.3867667033924,2.13056689704531
-14.6895104717548,5.33258227154539,2.21125147198422
-14.8237999821393,6.3375226749086,2.30148278930172
-14.9359497316405,7.36978363899651,2.39762862480747
-15.0335224368033,8.44211714375172,2.49350537192563
-15.1024922261716,9.54573597537568,2.59048198468204
-15.0997636292602,10.6743172594292,2.67229500808483
-15.1193729736462,11.8259163907132,2.75483854875347
-15.1328704912706,12.992426020642,2.81158347482979
-15.2214118341642,14.1742276209738,2.85908500042843
-15.3667345542834,15.344805969283,2.90178376496154
-15.5307536557896,16.4382576443584,2.92957104636964
-15.776604205191,17.456180094382,2.91580601461336
-15.7921952130405,18.3643680972576,2.9237023261366
-15.9386357393036,19.1658729746713,2.89819044623112
-16.148771006464,19.8690516154365,2.86328621147527
-16.3969101080227,20.4764051195276,2.82990155294354
-16.6767689548169,20.969952181243,2.79850773799154
-16.9682740085492,21.3764572536194,2.74829015852993
-17.2019515101973,21.7020853069523,2.66721690550143
-17.416571243594,21.9595422573346,2.59128166314076
-17.5348211016339,22.13349471008,2.49946868422832
-17.516201120789,22.2310974005388,2.43594802316113
-17.5167694617141,22.2736372583159,2.39636428680944
-17.4412219087979,22.2769916171082,2.35019091269472
-17.3854083671214,22.2595257453547,2.30969087442803
-17.3172402006851,22.2136084351108,2.321341202487
-17.004330998085,22.1594331329507,2.31419528372469
-16.4282010396436,22.0782399163476,2.32910399369625
-15.5074157478518,22.01254248095,2.30312529185847
-14.272557656774,21.9702125788057,2.26114394783465
-12.5733455354731,21.9077420476995,2.20106520161069
-10.4519841968298,21.8256365588381,2.11628729339918
-8.04572544433085,21.7755778635767,2.0653692553288
-5.39595805549759,21.6994543253129,1.98313566370775
-2.58629983247192,21.5871036257752,1.91488943824169
0.415234008801352,21.4911728831545,1.86636106175578
3.32255494882966,21.4111759933729,1.83366351469369
5.93396445061836,21.334034620527,1.77959224265988
8.46754454767041,21.2647840050139,1.71041092751231
10.9575074377196,21.1785622363298,1.66258664248369
13.4713561086331,21.0734974260314,1.65801096045635
15.8761982514939,20.9624712281644,1.63661800447413
18.1100595546604,20.849280521436,1.62200522733501
